case_num,notes,cancer,med,organization,quantity,body part,gender,breed,condition
S23-000814,-Splenic hemangiosarcoma - splenectomy following spontaneous hemoabdomen - 1/31/23; -Liver biopsy and lymph node biopsy - normal 1/31/23; -Partial biliary mucocele - 2/23/23\r\n  Splenic Hemangiosarcoma\r\n  Male\r\n  Collie\r\n  Canine\r\n  Neutered\r\n \r\n Sample_1 Specimen10CmOrLarger : Yes\r\n Sample_1 SampleType : Excisional (removal or debulking of the lesion)\r\n Sample_1 NumberOfSpecimens : 1,,,,"['NumberOfSpecimens', '1']",,,,['spontaneous hemoabdomen']
SL23-000168,"Recent history of anorexia, difficulty exhaling, lethargy, and swollen limbs.  Left lung mass found on radiographs.  Treated for Shar-Pei fever.  Surgery 2/2/2023 to remove the mass.\r\n  Atypical histiocytic infiltrate, most consistent with histiocytic sarcoma\r\n  Male\r\n  Chinese Shar-Pei\r\n  Canine\r\n  Neutered",,,,,,,,"['anorexia', 'lethargy', 'Shar-Pei fever', 'histiocytic infiltrate', 'Neutered']"
SL23-000169,See attached\r\n  lymphoma\r\n  Male\r\n  Yorkshire Terrier\r\n  Canine\r\n  Neutered,,,,,,,,
SL23-000171,NEED ALTERNATIVES TO TREAT ON SOFRANIB NOW\r\n  HCC\r\n  Male\r\n  Siberian Husky\r\n  Canine\r\n  Neutered,,['SOFRANIB'],,,,,,['Neutered']
SL23-000172,Not provided\r\n  multilobular osteochondrosarcoma\r\n  Male\r\n  Australian Shepherd\r\n  Canine\r\n  Neutered,,,,,,,,['Neutered']
SL23-000173,"Patient had mucocutaneous ulcerative lesion noted along the side of the vulvar vault.  Recently resected to be high grade adenocarcinoma\r\n  High grade adenocarcinoma, unknown tissue origin whether it be urogenital, sebaceous or apocrine gland\r\n  Female\r\n  Rat Terrier\r\n  Canine\r\n  Spayed","['mucocutaneous ulcerative lesion', 'adenocarcinoma']",,,,,['Spayed'],,
SL23-000174,Incidental finding of lung mass\r\n  Sarcoma\r\n  Male\r\n  Bernese Mountain Dog\r\n  Canine\r\n  Neutered,,,,,,,,
SL23-000177,Primary GI tract LSA suspected\r\n  Lymphoma\r\n  Female\r\n  Pitbull Mix\r\n  Canine\r\n  Spayed,,,,,,['Spayed'],,
SL23-000178,see attached history form\r\n  Male\r\n  Beagle\r\n  Canine\r\n  Neutered,,,,,,,,['Neutered']
SL23-000179,Underwent left thoracic limb amputation in May 2022 for distal radial osteosarcoma. Recovered well.  Treatment since that time is unknown.  Client requesting SearchLight DNA testing.\r\n  Ostoesarcoma\r\n  Female\r\n  Siberian Husky\r\n  Canine\r\n  Spayed,['distal radial osteosarcoma'],['Treatment'],['SearchLight'],,,,,
SL23-000180,"Multicentric LSA, started L-CHOP 1 week ago. Historical diabetes mellitus\r\n  LSA\r\n  Female\r\n  Scottish Terrier\r\n  Canine\r\n  Spayed",,['L-CHOP'],,,,,['LSA'],
SL23-000181,MCT\r\n  MCT\r\n  Male\r\n  Lab Mix\r\n  Canine\r\n  Neutered,,,,,,,,['Neutered']
SL23-000182,Hemoabdomen diagnosed on 2/17/23\r\n  splenic hemangiosarcoma\r\n  Male\r\n  Labrador Retriever\r\n  Canine\r\n  Neutered,,,,,,,,['Neutered']
SL23-000183,Mass removed from left medial pinna by Markham Woods Animal Hospital. You should have received the bx from Antech. Acc # ORBB02272055\r\n  Hemangiosarcoma dermal and subcuticular\r\n  Female\r\n  Greyhound\r\n  Canine\r\n  Spayed,,['bx'],"['Markham Woods Animal Hospital', 'Antech']",,,,,
SL23-000185,see attached\r\n  Lymphoma\r\n  Male\r\n  Pitbull\r\n  Canine\r\n  Neutered,,,,,,,,['Neutered']
SL23-000186,This is Lena's second malignant melanoma.  First was diagnosed in May 2022.  This was just diagnosed.  Both were completely excised. She has been receiving the melanoma vaccine with the oncology service at SAGE Dublin every 6 months.\r\n  Malignant melanoma\r\n  Female\r\n  Mixed Breed\r\n  Canine\r\n  Spayed,['malignant melanoma'],['melanoma vaccine'],"['oncology service', 'SAGE Dublin']",,,['Spayed'],,
SL23-000187,"Patient was seen for multiple lytic lesions associated with her spine and ribs suspected to be MM, found splenic mass effect and pulmonary mass.  Aspirate of spleen more suggestive of histiocytic sarcoma.  Doing better on walking with Prednisone and high dose Lomustine\r\n  Histiocytic sarcoma\r\n  Female\r\n  Vizsla\r\n  Canine\r\n  Spayed","['MM', 'histiocytic sarcoma']",['Prednisone'],,,,,,"['lytic lesions', 'splenic mass effect', 'pulmonary mass']"
SL23-000188,Splenic mass/splenectomy in Jan 2022. Histopathology was consistent with splenic hemangiosarcom. Started tx w/ doxorubicin on 2/15/23.- Sample is at Idexx. Order ID 192973988\r\n  splenic HSA\r\n  Male\r\n  Yorkshire Terrier\r\n  Canine\r\n  Neutered,,"['splenic hemangiosarcom', 'doxorubicin']",['Idexx'],,,,,
SL23-000195,"1st hepatice mass removed 9/16/21, hepatocellular carcinoma. Recurrent disease found on abdonminal U/S, 1/27/23. Surgery performed for new liver mass  2 mesenteric nodules on 2/7/23 - hepatocellular carcinoma. Submitting liver mass slides from surgery on 2/7/23.\r\n  See above\r\n  Female\r\n  Mixed Breed\r\n  Canine\r\n  Spayed","['hepatocellular carcinoma', 'hepatocellular carcinoma']",,,,,,,['mesenteric nodules']
SL23-000196,"Cutaneous lymphoma: T-cell, w/possible lymphocytosis and peripheral lymphadenopathy (cytokine driven neoplastic syndrome), thickened skin lesions on/around the left 2nd mammary and right 5th mammary, pathology diagnosis Diagnosis: 1/26/23 Consultation: 2/1623, stable lymphocytosis and very small prescapular and submandibular node Near clinical remission: 3/8/23, on blood work abnormal Mammary carcinoma: left second mammary gland, grade 1, pathology diagnosis Benign mammary mass right 5th mam\r\n  Cutaneous lymphoma\r\n  Female\r\n  Briard\r\n  Canine\r\n  Spayed","['Cutaneous lymphoma', 'Mammary carcinoma', 'Benign mammary mass']",,,,,,['Spayed'],"['lymphocytosis', 'peripheral lymphadenopathy', 'cytokine driven neoplastic syndrome', 'thickened skin lesions', 'lymphocytosis', 'clinical remission', 'grade 1']"
SL23-000198,see attached\r\n  STS\r\n  Male\r\n  Chihuahua\r\n  Canine\r\n  Neutered,,,,,,,,['Neutered']
SL23-000195,"1st hepatice mass removed 9/16/21, hepatocellular carcinoma. Recurrent disease found on abdonminal U/S, 1/27/23. Surgery performed for new liver mass  2 mesenteric nodules on 2/7/23 - hepatocellular carcinoma. Submitting liver mass slides from surgery on 2/7/23.\r\n  See above\r\n  Female\r\n  Mixed Breed\r\n  Canine\r\n  Spayed","['hepatocellular carcinoma', 'hepatocellular carcinoma']",,,,,,,['mesenteric nodules']
SL23-000196,"Cutaneous lymphoma: T-cell, w/possible lymphocytosis and peripheral lymphadenopathy (cytokine driven neoplastic syndrome), thickened skin lesions on/around the left 2nd mammary and right 5th mammary, pathology diagnosis Diagnosis: 1/26/23 Consultation: 2/1623, stable lymphocytosis and very small prescapular and submandibular node Near clinical remission: 3/8/23, on blood work abnormal Mammary carcinoma: left second mammary gland, grade 1, pathology diagnosis Benign mammary mass right 5th mam\r\n  Cutaneous lymphoma\r\n  Female\r\n  Briard\r\n  Canine\r\n  Spayed","['Cutaneous lymphoma', 'Mammary carcinoma', 'Benign mammary mass']",,,,,,['Spayed'],"['lymphocytosis', 'peripheral lymphadenopathy', 'cytokine driven neoplastic syndrome', 'thickened skin lesions', 'lymphocytosis', 'clinical remission', 'grade 1']"
SL23-000198,see attached\r\n  STS\r\n  Male\r\n  Chihuahua\r\n  Canine\r\n  Neutered,,,,,,,,['Neutered']
SL23-000206,Newly diagnosed OSA. Just started carbo looking for additional targeted options.\r\n  Osteosarcoma.\r\n  Female\r\n  Mixed Breed\r\n  Canine\r\n  Spayed,['OSA'],,,,,,,
SL23-000207,See attachment\r\n  probable sarcoma\r\n  Male\r\n  Doberman Pinscher\r\n  Canine\r\n  Intact,,,,,,,,
SL23-000210,2/2022 12cm prostate mass that was surgically removed 1/9/2023 Inflamed adenocarcinoma with regional lymph node metastasis from the skin of the ventral abdomen. 1/22/2023 Suspected prostatic carcinoma relapse in the abdominal wall\r\n  metastatic carcinoma\r\n  Male\r\n  German Shepherd Dog\r\n  Canine\r\n  Neutered,"['adenocarcinoma', 'regional lymph node metastasis', 'prostatic carcinoma']",,,,,,,['Neutered']
SL23-000211,Patient has a prostatic tumor with metastasis to the subcutaneous tissues of the right body wall.\r\n  Prostatic tumor with metastasis.\r\n  Male\r\n  Miniature Schnauzer\r\n  Canine\r\n  Neutered,"['prostatic tumor', 'metastasis', 'Prostatic tumor']",,,,,,,
SL23-000214,"Splenectomy 1/31/23, histopathology: hemangiosarcoma. Liver metastasis via AUS on 3/10/23. Patient presented to us today, 3/15/23, to begin chemotherapy. Chest radiographs unremarkable. Echocardiogram normal. Starting with doxorubicin chemotherapy today.\r\n  Hemangiosarcoma\r\n  Male\r\n  Siberian Husky\r\n  Canine\r\n  Neutered","['hemangiosarcoma', 'Liver metastasis']","['chemotherapy', 'doxorubicin', 'chemotherapy']",,,,,,"['Echocardiogram', 'Neutered']"
SL23-000215,"Currently receiving Doxo; 2nd dose due 3/23/23\r\n  Mammary carcinoma with angiolymphatic invasion and metastasis to lymph node, grade 3.\r\n  Female\r\n  Poodle (Standard)\r\n  Canine\r\n  Spayed",['Mammary carcinoma'],['Doxo'],,,,,['Poodle'],"['angiolymphatic invasion', 'metastasis']"
SL23-000216,Was examined on 3/9 for soft stools and increased thirst. Abdominal lymphadenopathy and splenic nodules noted on abd ultrasound. FNA w/ FLOW resulted in T-cell LSA. Started on ELSPAR. Treated today with MOP.\r\n  T-cell LSA\r\n  Male\r\n  Golden Retriever\r\n  Canine\r\n  Intact,,"['FNA w/ FLOW', 'ELSPAR']",,,,,,"['Abdominal lymphadenopathy', 'splenic nodules', 'T-cell LSA', 'Intact']"
SL23-000217,"Prince is an 8 year old neutered male Labrador Retriever that presented to BluePearl Renton ER 3.7.23 with a history of a persistent fever, mild anemia (HCT 35%) and thromobocytopenia (47,000). An abdominal ultrasound was performed that showed hypoechoic masses in the liver/spleen and right kidney.  He was started on prednisone and his fever, energy and appetite improved. He was given Vincristine one week ago and his platelet count improved to 75,000 but his anemia is progressive at 25%.\r\n  Suspect histiocytic sarcoma\r\n  Male\r\n  Labrador Retriever\r\n  Canine\r\n  Neutered",,"['prednisone', 'Vincristine']",['BluePearl Renton ER 3.7.23'],"['47,000', 'platelet count', '75,000']",,"['Prince', 'male']",['Labrador Retriever'],"['fever', 'anemia', 'thromobocytopenia', 'hypoechoic', 'fever', 'energy', 'appetite', 'anemia', 'Neutered']"
SL23-000218,Pet has a caudal left sided nasal mass that extends into nasopharynx and orbit. Cytology consitent with nasal carcinoma.\r\n  Nasal carcinoma.\r\n  Female\r\n  Shih Tzu\r\n  Canine\r\n  Spayed,,,,,,,['Pet'],
SL23-000220,"Right submandibular lymph node negative for metastasis, preliminary report of chest radiographs and abdominal ultrasound completed today were **\r\n  soft tissue sarcoma, narrowly excised, removed from upper lip.\r\n  Female\r\n  Catahoula Leopard Dog\r\n  Canine\r\n  Spayed",['soft tissue sarcoma'],,,,,['Spayed'],,['metastasis']
SL23-000221,"digital melanoma, currently in remission after receiving 4 melanoma vaccines.\r\n  digital melanoma P2 LH\r\n  Male\r\n  Rottweiler\r\n  Canine\r\n  Neutered","['digital melanoma', 'digital melanoma']",,,['4'],,,,"['remission', 'Neutered']"
SL23-000222,Patient came up coughing. Radiographs revealed two patchy interstitial type lesions.  Aspirates consistent with anaplastic sarcoma (stains negative for histiocytic and hemangio)\r\n  Anaplastic sarcoma\r\n  Male\r\n  Braque Francais Pyrenean\r\n  Canine\r\n  Neutered,['anaplastic sarcoma'],,,['two'],,,['Braque Francais'],"['interstitial type lesions', 'histiocytic']"
SL23-000223,"Two adjacent intrathoracic tumors potentially originating from the esophagus. Surgically removed/debulked with incomplete margins and returned as sarcoma. Resolved clinical signs (dysphagia, regurgitation) and clear CXR one month post-op, now planning for targeted therapy.\r\n  Atypical sarcoma, incompletely excised\r\n  Male\r\n  Labrador Retriever\r\n  Canine\r\n  Neutered","['intrathoracic tumors', 'sarcoma', 'Atypical sarcoma']",,,,,,,"['clinical signs', 'dysphagia', 'regurgitation', 'CXR', 'Neutered']"
SL23-000224,7cm lung mass identified on predental rads. Client not interested in surgery\r\n  Pulmonary carcinoma\r\n  Male\r\n  Labrador Retriever\r\n  Canine\r\n  Neutered,,,,,,,,['lung mass']
SL23-000225,Biliary carcinoma with carcinomatosis. Initially diagnosed with liver tumor and diagnosed as biliary carcinoma. Treated with carboplatin/5-fluorouracil and progressed to carcinomatosis. Treated with Palladia for 4 months and now progressive\r\n  Biliary carcinoma with carcinomatosis\r\n  Female\r\n  Spayed,"['Biliary carcinoma', 'liver tumor', 'biliary carcinoma', 'carcinoma']",['Palladia'],,,,,,"['carcinomatosis', 'carcinomatosis']"
SL23-000226,"History of multicentric B-cell LSA. Previously received CHOP chemotherapy. Second relapse, 9 months following Tanovea. Not on Prednisone or chemotherapy.\r\n  Lymphoma\r\n  Male\r\n  Boston Terrier\r\n  Canine\r\n  Neutered",,"['CHOP chemotherapy', 'Prednisone']",,,,,,"['relapse', 'Tanovea']"
SL23-000227,"Donner presented initially on 12-1-2022 to the rDVM for routing dental cleaning and blood work prior anesthesia showed mildly elevated liver enzymes. He was recommended to had chest rads which no abnormalities where seen. Abdominal ultrasound showed a left sided liver mass about 10cm and cytology was suspicious for HCC. Donner was treated in our H-FIRE clinical trial, and tumor was resected (histopath attached)\r\n  HCC\r\n  Male\r\n  Mixed Breed\r\n  Canine\r\n  Neutered",['HCC'],,"['rDVM', 'H-FIRE']",,,,['Donner'],"['liver enzymes', 'abnormalities', 'cytology', 'Neutered']"
SL23-000228,"Dean presented initially to rDVM for skin allergies and alopecia around his body, weight gain and distended abdomen. He had a CBC, Chem and liver enzymes were mildly elevated. He had an abdominal ultrasound that showed a right sided liver mass and a thickening of the urinary bladder. At ACCRC he was diagnosed with AGASACA, and liver mass cytology was suspicious for HCC.\r\n  HCC (submitted), and AGASACA.\r\n  Male\r\n  Mixed Breed\r\n  Canine\r\n  Neutered","['AGASACA', 'HCC']","['CBC', 'Chem', 'liver enzymes']","['rDVM', 'ACCRC']",,,['Dean'],,"['skin allergies', 'alopecia', 'weight gain', 'right sided liver mass']"
SL23-000230,Patient has been diagnosed with Stage V (mediastinal mass) T cell lymphoma. She originally had hypercalcemia present and cytology on peripheral LN aspirates confirmed diagnosis of lymphoma. Flow cytometry was performed and was consistent with a CD4 lymphocytosis. She went into remission with the CHOP chemotherapy protocol but has relapsed one month after completion. We are re-starting CHOP but are interested in other treatment options for when these drugs are no longer effective.\r\n  Stage V multicentric T cell lymphoma.\r\n  Female\r\n  Mixed Breed\r\n  Canine\r\n  Spayed,"['Stage V', 'T cell lymphoma', 'lymphoma']",['drugs'],"['CHOP', 'CHOP']",,,"['She', 'Spayed']",,"['hypercalcemia', 'CD4 lymphocytosis']"
SL23-000231,"dx w/high grade STS in right cervical region 7/2022; removed; bx as follows: poorly-differentiated sarcoma mitotic count 120 narrowly/incompletely excised (less than 1 mm margins) IHC CD 204 negative No actionable targeted mutations on Fidocure  treated with lomustine 7/2022-11/2022; PS LN aspirated 9/2022 as reaction, increased in size and repeat cytology done 2/2023 consistent with metastatic sarcoma\r\n  poorly-differentiated sarcoma  [2:28 PM] Julie Bulman-Fleming high grade STS, CD 18/204 neg\r\n  Male\r\n  Other\r\n  Canine\r\n  Neutered","['poorly-differentiated sarcoma', 'poorly-differentiated sarcoma', 'STS']","['Fidocure', 'lomustine']",,"['mitotic count', '120']",,['Julie Bulman-Fleming'],,['Neutered']
SL23-000232,"Mass right kidney, aspirate suspecting of carcinoma. Client elects to not pursue nephrectomy. Assessing for targeted therapy.\r\n  Carcinoma\r\n  Male\r\n  Labrador Retriever\r\n  Canine\r\n  Neutered",['carcinoma'],['nephrectomy'],,,,,,['Neutered']
SL23-000233,CHOP started today\r\n  Alimentary lymphoma\r\n  Male\r\n  Mixed Breed\r\n  Canine\r\n  Neutered,,['CHOP'],,,,,,
SL23-000234,Hepatic masses most consistent with hepatocellular carcinoma- unresectable Progressive on Palladia\r\n  Hepatic masses most consistent with hepatocellular carcinoma- unresectable Progressive on Palladia\r\n  Female\r\n  Vizsla\r\n  Canine\r\n  Spayed,,,,,,,,"['Hepatic masses', 'Hepatic masses']"
SL23-000235,"see attachment\r\n  Lymphoma: stage II (possible popliteal and spleen so could be stage III or IV), substage 'a', FNA diagnosis\r\n  Female\r\n  Hound Mix\r\n  Canine\r\n  Spayed",['Lymphoma'],,,,,,,['stage II']
SL23-000245,Diagnosis of lymphoma by biopsy First therapy: CHOP 2cycle treatment  Second therapy: CCNU + pds + l-asparagenase 5cycle treatment\r\n  lymphoma\r\n  Male\r\n  Unknown\r\n  Canine\r\n  Neutered,['lymphoma'],"['CHOP 2cycle treatment', 'CCNU', 'pds', 'l-asparagenase']",,,,,,
SL23-000239,Please see attached\r\n  unknown\r\n  Male\r\n  Boxer\r\n  Canine\r\n  Neutered,,,,,,,,['Neutered']
SL23-000241,"12-year-old MC cattle dog mix with history of undifferentiated tumor on R muzzle excised in 2021, and melanoma excised in January 2023 from tongue (x2 lesions).  Now confirmed metastasis to the lungs on FNA cytology, submitted for analysis for targeted therapy.\r\n  Metastatic melanoma\r\n  Male\r\n  Mixed Breed\r\n  Canine\r\n  Neutered","['undifferentiated tumor', 'melanoma']",,,['x2'],,,['MC cattle dog mix'],['metastasis']
